#########################################################################
# Date de mise en forme : 2016-02-22
# Bassin myst鑢e n?8 (78.51 km? - Huanyu ZHAI
#------------------------------------------------------------------------
#  Date  : date (AAAA-MM-JJ)
#  Q     : d閎it (l/s)
#  Ptot  : pr閏ipitations (liquides + solides) (mm)
#  Temp  : temp閞ature de l'air (癈)
#  ETP_O : 関apotranspiration potentielle de Oudin (mm)
#########################################################################
      Date;        Q;   Ptot;   Temp;  ETP_O
1958-08-01;       NA;    1.3;   20.7;    4.1
1958-08-02;       NA;    0.0;   16.0;    3.3
1958-08-03;       NA;    0.0;   13.0;    2.8
1958-08-04;       NA;    0.0;   13.8;    2.9
1958-08-05;       NA;    0.0;   18.1;    3.6
1958-08-06;       NA;    0.1;   16.3;    3.3
1958-08-07;       NA;    2.4;   13.3;    2.9
1958-08-08;       NA;    0.0;   15.4;    3.1
1958-08-09;       NA;    0.0;   20.7;    4.0
1958-08-10;       NA;    0.0;   22.0;    4.1
1958-08-11;       NA;   10.9;   16.1;    3.2
1958-08-12;       NA;    0.8;   12.5;    2.6
1958-08-13;       NA;    0.0;   12.8;    2.7
1958-08-14;       NA;    0.0;   16.3;    3.2
1958-08-15;       NA;    0.0;   19.4;    3.6
1958-08-16;       NA;    0.0;   18.1;    3.4
1958-08-17;       NA;    3.1;   19.2;    3.6
1958-08-18;       NA;   19.4;   19.8;    3.6
1958-08-19;       NA;   11.5;   14.1;    2.7
1958-08-20;       NA;    3.5;   12.2;    2.5
1958-08-21;       NA;   16.1;   13.0;    2.6
1958-08-22;       NA;   20.6;   12.4;    2.5
1958-08-23;       NA;    1.1;   11.2;    2.3
1958-08-24;       NA;   11.1;   14.1;    2.7
1958-08-25;       NA;    0.1;   13.1;    2.5
1958-08-26;       NA;    0.0;   13.3;    2.5
1958-08-27;       NA;    0.0;   20.3;    3.5
1958-08-28;       NA;    0.0;   23.3;    3.9
1958-08-29;       NA;    0.0;   21.0;    3.5
1958-08-30;       NA;   17.5;   19.3;    3.2
1958-08-31;       NA;    7.0;   17.4;    2.9
1958-09-01;       NA;    0.0;   15.9;    2.7
1958-09-02;       NA;    0.0;   17.0;    2.9
1958-09-03;       NA;    0.0;   19.0;    3.1
1958-09-04;       NA;    0.0;   21.2;    3.4
1958-09-05;       NA;    0.1;   22.1;    3.5
1958-09-06;       NA;    1.5;   20.3;    3.2
1958-09-07;       NA;    0.1;   18.6;    2.9
1958-09-08;       NA;    0.0;   17.6;    2.8
1958-09-09;       NA;    0.2;   17.8;    2.8
1958-09-10;       NA;    1.1;   16.7;    2.7
1958-09-11;       NA;    0.0;   16.0;    2.5
1958-09-12;       NA;    0.0;   18.5;    2.8
1958-09-13;       NA;    0.0;   21.0;    3.1
1958-09-14;       NA;    0.7;   21.7;    3.2
1958-09-15;       NA;    9.5;   18.1;    2.7
1958-09-16;       NA;    8.7;   14.7;    2.2
1958-09-17;       NA;    0.0;   12.9;    2.0
1958-09-18;       NA;    0.0;   12.2;    1.9
1958-09-19;       NA;    0.9;   15.0;    2.3
1958-09-20;       NA;    0.5;   16.5;    2.4
1958-09-21;       NA;    4.5;   15.4;    2.2
1958-09-22;       NA;    4.4;   11.4;    1.7
1958-09-23;       NA;    0.0;   10.0;    1.6
1958-09-24;       NA;    0.0;   12.8;    1.9
1958-09-25;       NA;    0.1;   13.3;    1.9
1958-09-26;       NA;    0.0;   10.5;    1.6
1958-09-27;       NA;    0.0;   12.0;    1.8
1958-09-28;       NA;    0.0;   15.6;    2.1
1958-09-29;       NA;   59.3;   17.3;    2.2
1958-09-30;       NA;   11.8;   12.3;    1.7
1958-10-01;       NA;    4.2;   10.1;    1.4
1958-10-02;       NA;    3.3;   10.3;    1.5
1958-10-03;       NA;   12.0;   13.1;    1.7
1958-10-04;       NA;    2.3;   12.2;    1.6
1958-10-05;       NA;    4.9;   10.5;    1.4
1958-10-06;       NA;    0.0;    6.8;    1.0
1958-10-07;       NA;    0.0;    5.5;    1.0
1958-10-08;       NA;    0.0;    8.0;    1.2
1958-10-09;       NA;    0.4;   12.7;    1.6
1958-10-10;       NA;    0.7;   14.4;    1.7
1958-10-11;       NA;    6.3;   13.4;    1.6
1958-10-12;       NA;    2.3;    9.6;    1.2
1958-10-13;       NA;    0.3;    7.6;    1.0
1958-10-14;       NA;    4.0;   10.3;    1.3
1958-10-15;       NA;    0.6;   13.0;    1.5
1958-10-16;       NA;    0.5;    7.6;    1.0
1958-10-17;       NA;    2.9;    4.7;    0.8
1958-10-18;       NA;    1.7;    4.2;    0.7
1958-10-19;       NA;    1.1;    4.3;    0.7
1958-10-20;       NA;    2.0;    6.9;    0.9
1958-10-21;       NA;    4.3;    6.8;    0.9
1958-10-22;       NA;    0.0;    6.6;    0.9
1958-10-23;       NA;    0.0;    7.0;    0.9
1958-10-24;       NA;    0.0;    7.4;    0.9
1958-10-25;       NA;    0.0;    8.8;    1.0
1958-10-26;       NA;    0.0;    8.1;    0.9
1958-10-27;       NA;    0.0;    8.5;    0.9
1958-10-28;       NA;    0.0;    8.3;    0.9
1958-10-29;       NA;    0.0;    8.3;    0.9
1958-10-30;       NA;    2.8;    9.6;    1.0
1958-10-31;       NA;   10.4;    8.3;    0.9
1958-11-01;       NA;    0.7;    2.3;    0.5
1958-11-02;       NA;    8.3;    3.6;    0.6
1958-11-03;       NA;    2.1;    9.4;    0.9
1958-11-04;       NA;    0.1;    6.1;    0.7
1958-11-05;       NA;    2.7;    4.9;    0.6
1958-11-06;       NA;    3.0;    5.4;    0.6
1958-11-07;       NA;   11.3;    8.1;    0.8
1958-11-08;       NA;   23.9;    9.5;    0.9
1958-11-09;       NA;    0.9;    4.6;    0.6
1958-11-10;       NA;    6.5;    1.4;    0.4
1958-11-11;       NA;    0.7;    0.1;    0.3
1958-11-12;       NA;    1.1;   -0.4;    0.3
1958-11-13;       NA;    2.2;    1.5;    0.4
1958-11-14;       NA;    1.2;    0.9;    0.3
1958-11-15;       NA;    0.1;    3.3;    0.5
1958-11-16;       NA;    0.0;    3.7;    0.5
1958-11-17;       NA;    0.0;    3.5;    0.5
1958-11-18;       NA;    0.0;    5.0;    0.5
1958-11-19;       NA;    0.0;    6.0;    0.6
1958-11-20;       NA;    0.0;    4.1;    0.5
1958-11-21;       NA;    3.2;    3.9;    0.5
1958-11-22;       NA;    2.5;    7.4;    0.6
1958-11-23;       NA;    4.3;    8.6;    0.7
1958-11-24;       NA;    0.0;    7.8;    0.6
1958-11-25;       NA;    0.0;    5.1;    0.5
1958-11-26;       NA;    0.0;    4.4;    0.5
1958-11-27;       NA;    0.1;    3.8;    0.4
1958-11-28;       NA;    0.0;    3.4;    0.4
1958-11-29;       NA;    0.0;    2.3;    0.3
1958-11-30;       NA;    0.0;    2.3;    0.3
1958-12-01;       NA;    0.0;    1.5;    0.3
1958-12-02;       NA;    0.0;   -0.4;    0.2
1958-12-03;       NA;    0.0;   -1.3;    0.2
1958-12-04;       NA;    0.0;   -0.6;    0.2
1958-12-05;       NA;    0.0;   -0.3;    0.2
1958-12-06;       NA;    0.0;   -1.0;    0.2
1958-12-07;       NA;    0.0;   -0.6;    0.2
1958-12-08;       NA;    0.1;   -0.1;    0.2
1958-12-09;       NA;    2.6;    1.0;    0.3
1958-12-10;       NA;   23.3;    4.5;    0.4
1958-12-11;       NA;   11.4;    4.3;    0.4
1958-12-12;       NA;   47.0;    6.7;    0.5
1958-12-13;       NA;   19.8;    5.5;    0.5
1958-12-14;       NA;    9.4;    3.5;    0.4
1958-12-15;       NA;   27.0;    4.4;    0.4
1958-12-16;       NA;    3.7;    5.8;    0.5
1958-12-17;       NA;    2.3;    4.7;    0.4
1958-12-18;       NA;    0.7;    6.0;    0.5
1958-12-19;       NA;   12.4;    9.8;    0.6
1958-12-20;       NA;    4.7;    5.5;    0.5
1958-12-21;       NA;    0.0;    3.6;    0.4
1958-12-22;       NA;    3.3;    3.2;    0.4
1958-12-23;       NA;    0.9;    4.3;    0.4
1958-12-24;       NA;    0.2;    1.4;    0.3
1958-12-25;       NA;    0.0;    0.3;    0.2
1958-12-26;       NA;    1.4;    0.1;    0.2
1958-12-27;       NA;    6.4;    5.3;    0.4
1958-12-28;       NA;    1.2;    8.1;    0.6
1958-12-29;       NA;    0.4;    6.6;    0.5
1958-12-30;       NA;    0.0;    5.4;    0.4
1958-12-31;       NA;    1.3;    5.5;    0.5
1959-01-01;       NA;    0.3;    2.1;    0.3
1959-01-02;       NA;   13.9;    1.1;    0.3
1959-01-03;       NA;    5.7;    1.1;    0.3
1959-01-04;       NA;    6.2;    0.5;    0.2
1959-01-05;       NA;    2.5;   -0.9;    0.2
1959-01-06;       NA;   15.0;    4.6;    0.4
1959-01-07;       NA;   20.4;    4.9;    0.5
1959-01-08;       NA;    0.4;   -0.6;    0.2
1959-01-09;       NA;    1.5;   -3.2;    0.1
1959-01-10;       NA;    0.0;   -4.0;    0.1
1959-01-11;       NA;    2.5;   -4.5;    0.0
1959-01-12;       NA;    0.0;   -4.0;    0.1
1959-01-13;       NA;   11.4;   -2.6;    0.1
1959-01-14;       NA;   17.8;    5.9;    0.5
1959-01-15;       NA;   11.7;    4.7;    0.5
1959-01-16;       NA;    0.0;   -1.5;    0.2
1959-01-17;       NA;    0.0;   -2.4;    0.1
1959-01-18;       NA;    0.0;    2.1;    0.4
1959-01-19;       NA;    0.0;    7.8;    0.6
1959-01-20;       NA;   14.9;    7.4;    0.6
1959-01-21;       NA;    0.0;    5.2;    0.5
1959-01-22;       NA;    9.6;    8.1;    0.7
1959-01-23;       NA;    0.7;    6.9;    0.6
1959-01-24;       NA;    0.2;    4.4;    0.5
1959-01-25;       NA;    0.0;   -0.2;    0.3
1959-01-26;       NA;    0.0;    1.8;    0.4
1959-01-27;       NA;    0.0;    4.7;    0.5
1959-01-28;       NA;    0.0;    4.4;    0.5
1959-01-29;       NA;    0.0;    3.9;    0.5
1959-01-30;       NA;    0.0;    3.7;    0.5
1959-01-31;       NA;    0.0;    0.5;    0.3
1959-02-01;       NA;    0.2;   -2.3;    0.2
1959-02-02;       NA;    1.0;   -3.7;    0.1
1959-02-03;       NA;    3.2;   -1.5;    0.2
1959-02-04;       NA;    1.1;    3.6;    0.5
1959-02-05;       NA;    0.0;    6.2;    0.7
1959-02-06;       NA;    0.0;    5.7;    0.7
1959-02-07;       NA;    1.2;    5.8;    0.7
1959-02-08;       NA;    0.0;    6.6;    0.8
1959-02-09;       NA;    0.1;    4.9;    0.7
1959-02-10;       NA;    4.1;    3.6;    0.6
1959-02-11;       NA;    0.0;    3.4;    0.6
1959-02-12;       NA;    0.0;    2.7;    0.5
1959-02-13;       NA;    0.0;    3.0;    0.6
1959-02-14;       NA;    0.0;    3.9;    0.6
1959-02-15;       NA;    0.0;    4.4;    0.7
1959-02-16;       NA;    0.0;    4.9;    0.7
1959-02-17;       NA;    0.0;    6.2;    0.8
1959-02-18;       NA;    0.0;    5.7;    0.8
1959-02-19;       NA;    0.0;    5.9;    0.8
1959-02-20;       NA;    0.0;    5.7;    0.8
1959-02-21;       NA;    0.0;    2.1;    0.5
1959-02-22;       NA;    0.0;    4.2;    0.7
1959-02-23;       NA;    0.0;    6.1;    0.9
1959-02-24;       NA;    0.0;    5.3;    0.8
1959-02-25;       NA;    0.0;    6.9;    1.0
1959-02-26;       NA;    0.0;    6.7;    1.0
1959-02-27;       NA;    0.0;    7.7;    1.1
1959-02-28;       NA;    0.0;    7.6;    1.1
1959-03-01;       NA;    0.0;    7.1;    1.1
1959-03-02;       NA;    0.0;    8.3;    1.2
1959-03-03;       NA;   28.8;    8.4;    1.2
1959-03-04;       NA;    4.0;    5.3;    0.9
1959-03-05;       NA;    1.2;    9.4;    1.3
1959-03-06;       NA;    4.0;    8.3;    1.2
1959-03-07;       NA;    2.8;    5.5;    1.0
1959-03-08;       NA;    0.1;    6.4;    1.1
1959-03-09;       NA;    1.3;    6.6;    1.1
1959-03-10;       NA;    0.0;    7.7;    1.2
1959-03-11;       NA;    5.7;    5.6;    1.0
1959-03-12;       NA;    0.1;    3.6;    0.8
1959-03-13;       NA;    0.0;    2.9;    0.8
1959-03-14;       NA;    0.0;    2.1;    0.7
1959-03-15;       NA;    0.0;    4.6;    1.0
1959-03-16;       NA;    0.1;    2.6;    0.8
1959-03-17;       NA;    2.1;    1.4;    0.7
1959-03-18;       NA;    0.0;    6.5;    1.2
1959-03-19;       NA;    8.6;    8.5;    1.4
1959-03-20;       NA;    0.0;    9.2;    1.5
1959-03-21;       NA;    2.5;    9.2;    1.5
1959-03-22;       NA;    3.0;    9.2;    1.5
1959-03-23;       NA;    0.0;   10.0;    1.7
1959-03-24;       NA;   21.5;    9.7;    1.6
1959-03-25;       NA;    0.0;    5.3;    1.1
1959-03-26;       NA;    0.0;    4.7;    1.1
1959-03-27;       NA;    8.8;    6.3;    1.3
1959-03-28;       NA;    2.9;    6.7;    1.3
1959-03-29;       NA;    5.4;    5.1;    1.1
1959-03-30;       NA;    4.0;    4.2;    1.1
1959-03-31;       NA;    0.0;    4.5;    1.1
1959-04-01;       NA;    0.0;    6.8;    1.4
1959-04-02;       NA;    0.0;    9.4;    1.8
1959-04-03;       NA;    0.0;   13.5;    2.3
1959-04-04;       NA;    0.0;   14.4;    2.4
1959-04-05;       NA;    0.0;   12.7;    2.2
1959-04-06;       NA;    3.5;    9.8;    1.9
1959-04-07;       NA;    4.8;    6.2;    1.4
1959-04-08;       NA;    8.2;    6.9;    1.5
1959-04-09;       NA;   17.5;    3.9;    1.1
1959-04-10;       NA;   11.3;    3.3;    1.1
1959-04-11;       NA;    1.1;    5.5;    1.4
1959-04-12;       NA;    0.0;   10.5;    2.0
1959-04-13;       NA;    0.0;   13.5;    2.5
1959-04-14;       NA;    1.6;   13.2;    2.4
1959-04-15;       NA;   20.0;   10.9;    2.2
1959-04-16;       NA;   19.2;    6.8;    1.6
1959-04-17;       NA;    7.1;    5.5;    1.4
1959-04-18;       NA;    4.9;    7.0;    1.6
1959-04-19;       NA;    0.0;    1.9;    1.0
1959-04-20;       NA;    0.0;    2.5;    1.0
1959-04-21;       NA;    0.0;    2.4;    1.0
1959-04-22;       NA;    0.0;    3.8;    1.2
1959-04-23;       NA;    0.0;    8.1;    1.9
1959-04-24;       NA;    0.0;    9.9;    2.2
1959-04-25;       NA;    3.7;   10.7;    2.3
1959-04-26;       NA;   14.2;    8.3;    1.9
1959-04-27;       NA;   11.9;    7.6;    1.9
1959-04-28;       NA;    5.8;    9.3;    2.1
1959-04-29;       NA;   30.1;    8.7;    2.0
1959-04-30;       NA;    7.4;    3.5;    1.3
1959-05-01;       NA;    0.8;    5.1;    1.5
1959-05-02;       NA;    1.4;    5.6;    1.6
1959-05-03;       NA;    0.0;    5.5;    1.6
1959-05-04;       NA;    0.0;    8.5;    2.1
1959-05-05;       NA;    0.6;   12.3;    2.7
1959-05-06;       NA;    0.0;   12.3;    2.7
1959-05-07;       NA;    0.1;   12.0;    2.6
1959-05-08;       NA;    0.0;   14.4;    3.0
1959-05-09;       NA;    1.3;   14.9;    3.1
1959-05-10;       NA;    0.1;   14.2;    3.0
1959-05-11;       NA;    4.1;   15.1;    3.2
1959-05-12;       NA;   26.6;   14.2;    3.0
1959-05-13;       NA;    0.0;   14.6;    3.1
1959-05-14;       NA;    0.0;   13.3;    2.9
1959-05-15;       NA;    0.0;   10.6;    2.5
1959-05-16;       NA;    0.0;    9.4;    2.3
1959-05-17;       NA;    0.5;   12.6;    2.8
1959-05-18;       NA;    3.9;   12.6;    2.9
1959-05-19;       NA;    3.1;   12.9;    3.0
1959-05-20;       NA;    0.6;   14.1;    3.1
1959-05-21;       NA;    3.6;   14.2;    3.2
1959-05-22;       NA;   12.3;   11.8;    2.8
1959-05-23;       NA;    7.2;   11.9;    2.8
1959-05-24;       NA;    0.9;   12.6;    2.9
1959-05-25;       NA;    3.0;   13.1;    3.0
1959-05-26;       NA;    1.5;   13.6;    3.1
1959-05-27;       NA;    0.0;   13.4;    3.1
1959-05-28;       NA;    0.0;   11.5;    2.8
1959-05-29;       NA;    0.0;    8.0;    2.2
1959-05-30;       NA;    0.0;    7.5;    2.1
1959-05-31;       NA;    0.8;    8.9;    2.4
1959-06-01;       NA;    0.0;   12.1;    2.9
1959-06-02;       NA;    0.0;   13.9;    3.2
1959-06-03;       NA;    0.0;   16.5;    3.7
1959-06-04;       NA;    1.3;   18.8;    4.1
1959-06-05;       NA;    8.4;   17.0;    3.8
1959-06-06;       NA;    6.6;   15.3;    3.5
1959-06-07;       NA;    5.8;   10.7;    2.7
1959-06-08;       NA;    0.3;   10.9;    2.7
1959-06-09;       NA;    1.2;   10.3;    2.7
1959-06-10;       NA;    0.0;    8.9;    2.4
1959-06-11;       NA;    0.0;    9.0;    2.4
1959-06-12;       NA;    0.0;    9.7;    2.6
1959-06-13;       NA;    0.0;   12.1;    3.0
1959-06-14;       NA;    0.0;   15.8;    3.6
1959-06-15;       NA;    0.0;   15.9;    3.6
1959-06-16;       NA;    0.0;   16.8;    3.8
1959-06-17;       NA;    0.5;   18.9;    4.2
1959-06-18;       NA;    0.0;   20.0;    4.3
1959-06-19;       NA;   10.9;   19.0;    4.2
1959-06-20;       NA;    2.5;   16.5;    3.7
1959-06-21;       NA;    4.5;   14.9;    3.4
1959-06-22;       NA;    0.2;   16.8;    3.8
1959-06-23;       NA;    2.1;   18.8;    4.2
1959-06-24;       NA;   11.3;   18.4;    4.0
1959-06-25;       NA;    7.0;   17.5;    3.9
1959-06-26;       NA;    1.7;   15.3;    3.5
1959-06-27;       NA;    0.7;   14.3;    3.4
1959-06-28;       NA;    7.6;   13.7;    3.3
1959-06-29;       NA;   15.3;   10.8;    2.8
1959-06-30;       NA;    6.0;   11.0;    2.8
1959-07-01;       NA;    0.0;   12.5;    3.0
1959-07-02;       NA;    0.0;   16.7;    3.7
1959-07-03;       NA;    0.0;   19.8;    4.3
1959-07-04;       NA;    0.0;   21.5;    4.6
1959-07-05;       NA;    0.0;   23.2;    4.8
1959-07-06;       NA;    0.0;   19.3;    4.2
1959-07-07;       NA;    0.0;   19.8;    4.2
1959-07-08;       NA;    0.0;   23.6;    4.9
1959-07-09;       NA;    0.0;   23.8;    4.9
1959-07-10;       NA;    0.0;   23.7;    4.9
1959-07-11;       NA;    0.3;   19.8;    4.3
1959-07-12;       NA;    0.0;   18.2;    4.0
1959-07-13;       NA;    0.0;   16.8;    3.7
1959-07-14;       NA;   22.9;   16.1;    3.6
1959-07-15;       NA;    0.0;   14.6;    3.3
1959-07-16;       NA;    0.0;   15.3;    3.4
1959-07-17;       NA;    0.0;   17.4;    3.7
1959-07-18;       NA;    0.0;   20.1;    4.2
1959-07-19;       NA;    0.0;   19.5;    4.1
1959-07-20;       NA;    0.0;   20.0;    4.1
1959-07-21;       NA;    0.0;   20.6;    4.2
1959-07-22;       NA;    0.6;   21.3;    4.3
1959-07-23;       NA;   12.2;   18.7;    3.9
1959-07-24;       NA;    6.7;   17.7;    3.7
1959-07-25;       NA;    5.4;   18.7;    3.9
1959-07-26;       NA;    0.3;   20.0;    4.1
1959-07-27;       NA;    0.0;   19.6;    4.0
1959-07-28;       NA;    0.3;   16.5;    3.5
1959-07-29;       NA;    6.6;   13.8;    3.1
1959-07-30;       NA;    8.4;   12.3;    2.8
1959-07-31;       NA;    0.2;   13.3;    2.9
1959-08-01;       NA;    0.0;   13.9;    3.0
1959-08-02;       NA;    0.0;   13.2;    2.9
1959-08-03;       NA;    0.0;   13.2;    2.8
1959-08-04;       NA;    0.0;   15.0;    3.1
1959-08-05;       NA;    0.0;   15.4;    3.2
1959-08-06;       NA;    0.0;   16.6;    3.3
1959-08-07;       NA;    0.2;   20.6;    4.0
1959-08-08;       NA;    4.3;   18.0;    3.5
1959-08-09;       NA;   29.0;   18.7;    3.6
1959-08-10;       NA;   10.9;   16.0;    3.2
1959-08-11;       NA;   12.8;   14.2;    2.9
1959-08-12;       NA;    0.1;   14.0;    2.8
1959-08-13;       NA;    2.9;   16.3;    3.2
1959-08-14;       NA;    5.3;   16.2;    3.1
1959-08-15;       NA;    0.0;   13.5;    2.7
1959-08-16;       NA;    0.0;   13.7;    2.7
1959-08-17;       NA;    0.0;   13.5;    2.7
1959-08-18;       NA;    0.0;   14.0;    2.7
1959-08-19;       NA;    0.0;   16.9;    3.2
1959-08-20;       NA;    5.3;   18.3;    3.3
1959-08-21;       NA;   22.8;   14.9;    2.8
1959-08-22;       NA;    2.9;   12.9;    2.5
1959-08-23;       NA;    0.0;   13.8;    2.6
1959-08-24;       NA;    0.0;   17.9;    3.2
1959-08-25;       NA;    0.0;   19.0;    3.3
1959-08-26;       NA;    0.7;   19.6;    3.4
1959-08-27;       NA;   25.0;   18.6;    3.3
1959-08-28;       NA;    7.6;   18.2;    3.1
1959-08-29;       NA;    0.0;   15.3;    2.7
1959-08-30;       NA;    0.0;   13.0;    2.4
1959-08-31;       NA;    0.0;   11.4;    2.2
1959-09-01;       NA;    1.3;   12.4;    2.3
1959-09-02;       NA;   11.3;   13.4;    2.4
1959-09-03;       NA;    1.4;   13.5;    2.4
1959-09-04;       NA;   15.9;   14.2;    2.5
1959-09-05;       NA;    9.5;   12.9;    2.3
1959-09-06;       NA;    0.4;   13.6;    2.4
1959-09-07;       NA;    0.0;   13.9;    2.4
1959-09-08;       NA;    0.0;   14.2;    2.4
1959-09-09;       NA;    0.0;   14.6;    2.4
1959-09-10;       NA;    0.0;   15.6;    2.5
1959-09-11;       NA;    0.0;   16.5;    2.6
1959-09-12;       NA;    0.2;   16.2;    2.6
1959-09-13;       NA;    5.5;   15.3;    2.4
1959-09-14;       NA;    1.1;   14.8;    2.3
1959-09-15;       NA;    2.0;   16.2;    2.5
1959-09-16;       NA;   27.9;   17.3;    2.6
1959-09-17;       NA;    9.7;   15.0;    2.3
1959-09-18;       NA;    0.4;   15.0;    2.3
1959-09-19;       NA;    0.6;   15.8;    2.3
1959-09-20;       NA;    0.0;   16.2;    2.3
1959-09-21;       NA;    0.0;   16.8;    2.4
1959-09-22;       NA;    0.0;   17.7;    2.5
1959-09-23;       NA;    0.1;   18.6;    2.5
1959-09-24;       NA;    0.0;   18.4;    2.5
1959-09-25;       NA;   33.9;   16.4;    2.2
1959-09-26;       NA;    0.7;   13.5;    1.9
1959-09-27;       NA;    0.0;   12.3;    1.8
1959-09-28;       NA;    0.0;   13.4;    1.9
1959-09-29;       NA;    0.0;   15.2;    2.0
1959-09-30;       NA;    6.5;   15.5;    2.0
1959-10-01;       NA;    0.0;   14.7;    1.9
1959-10-02;       NA;    0.0;   13.7;    1.8
1959-10-03;       NA;    0.0;   13.6;    1.8
1959-10-04;       NA;    0.0;   12.5;    1.7
1959-10-05;       NA;    0.1;   12.7;    1.7
1959-10-06;       NA;    7.6;   13.3;    1.7
1959-10-07;       NA;    4.9;   11.4;    1.5
1959-10-08;       NA;    0.0;   11.2;    1.5
1959-10-09;       NA;    5.0;   13.3;    1.6
1959-10-10;       NA;   16.0;   10.9;    1.4
1959-10-11;       NA;    0.5;    9.2;    1.2
1959-10-12;       NA;    0.0;    7.6;    1.1
1959-10-13;       NA;    0.0;    8.6;    1.1
1959-10-14;       NA;    0.0;    9.9;    1.3
1959-10-15;       NA;    0.0;   10.5;    1.3
1959-10-16;       NA;    0.0;   11.1;    1.3
1959-10-17;       NA;   11.7;   12.1;    1.4
1959-10-18;       NA;    0.0;   11.3;    1.3
1959-10-19;       NA;   19.0;   10.9;    1.2
1959-10-20;       NA;    0.0;    6.8;    0.9
1959-10-21;       NA;    0.1;    7.1;    0.9
1959-10-22;       NA;    3.6;    8.2;    1.0
1959-10-23;       NA;    0.0;    9.7;    1.1
1959-10-24;       NA;    0.0;   11.7;    1.2
1959-10-25;       NA;    0.0;   10.0;    1.1
1959-10-26;       NA;    0.0;    7.6;    0.9
1959-10-27;       NA;   14.8;    5.8;    0.8
1959-10-28;       NA;    5.2;    3.5;    0.6
1959-10-29;       NA;    4.9;    3.0;    0.6
1959-10-30;       NA;    0.6;    2.3;    0.5
1959-10-31;       NA;    0.9;    4.5;    0.6
1959-11-01;       NA;    0.0;    5.4;    0.7
1959-11-02;       NA;    0.0;    6.6;    0.7
1959-11-03;       NA;    0.0;    5.2;    0.7
1959-11-04;       NA;    0.9;    4.3;    0.6
1959-11-05;       NA;    1.2;    4.0;    0.6
1959-11-06;       NA;    0.0;    0.9;    0.4
1959-11-07;       NA;    0.0;   -0.8;    0.3
1959-11-08;       NA;    0.0;    0.0;    0.3
1959-11-09;       NA;    0.7;    0.1;    0.3
1959-11-10;       NA;    8.1;    2.0;    0.4
1959-11-11;       NA;   10.3;    4.1;    0.5
1959-11-12;       NA;    0.7;    3.2;    0.5
1959-11-13;       NA;   10.3;    3.4;    0.5
1959-11-14;       NA;   10.0;    5.3;    0.6
1959-11-15;       NA;   10.0;    3.4;    0.5
1959-11-16;       NA;    0.4;    4.0;    0.5
1959-11-17;       NA;   15.1;    6.5;    0.6
1959-11-18;       NA;    0.0;    7.8;    0.7
1959-11-19;       NA;    0.0;   10.2;    0.8
1959-11-20;       NA;    0.0;   10.0;    0.8
1959-11-21;       NA;    0.0;   10.2;    0.8
1959-11-22;       NA;    0.0;    6.6;    0.6
1959-11-23;       NA;    0.0;    4.9;    0.5
1959-11-24;       NA;    0.0;    2.9;    0.4
1959-11-25;       NA;    0.0;    5.1;    0.5
1959-11-26;       NA;   12.6;    8.0;    0.6
1959-11-27;       NA;    8.2;    4.8;    0.5
1959-11-28;       NA;    0.1;    3.9;    0.4
1959-11-29;       NA;    4.8;    4.9;    0.5
1959-11-30;       NA;    3.3;    2.1;    0.3
1959-12-01;       NA;    8.9;    2.2;    0.3
1959-12-02;       NA;    0.2;    2.7;    0.4
1959-12-03;       NA;    9.7;    4.0;    0.4
1959-12-04;       NA;    2.1;    2.2;    0.3
1959-12-05;       NA;    0.5;    1.4;    0.3
1959-12-06;       NA;    3.0;    4.0;    0.4
1959-12-07;       NA;   12.0;    4.5;    0.4
1959-12-08;       NA;    7.7;    1.7;    0.3
1959-12-09;       NA;    0.6;    4.1;    0.4
1959-12-10;       NA;   10.4;    5.2;    0.5
1959-12-11;       NA;    3.8;    2.8;    0.3
1959-12-12;       NA;    0.0;    1.8;    0.3
1959-12-13;       NA;    0.1;    0.2;    0.2
1959-12-14;       NA;    0.0;    0.5;    0.2
1959-12-15;       NA;    0.4;    0.9;    0.3
1959-12-16;       NA;    0.8;    3.0;    0.4
1959-12-17;       NA;   10.7;    5.4;    0.4
1959-12-18;       NA;    4.7;    3.1;    0.4
1959-12-19;       NA;    2.2;    2.2;    0.3
1959-12-20;       NA;   26.4;    6.3;    0.5
1959-12-21;       NA;   15.1;    3.3;    0.4
1959-12-22;       NA;   13.0;    3.5;    0.4
1959-12-23;       NA;   19.4;    5.5;    0.5
1959-12-24;       NA;   17.1;    3.3;    0.4
1959-12-25;       NA;   18.6;    5.3;    0.4
1959-12-26;       NA;   34.5;    8.4;    0.6
1959-12-27;       NA;   25.0;    5.5;    0.5
1959-12-28;       NA;    8.5;    3.7;    0.4
1959-12-29;       NA;   12.7;    4.7;    0.4
1959-12-30;       NA;    0.3;    7.7;    0.6
1959-12-31;       NA;    0.0;    9.6;    0.6
1960-01-01;       NA;    4.8;    6.5;    0.5
1960-01-02;       NA;   13.0;    7.0;    0.5
1960-01-03;       NA;    2.2;    6.3;    0.5
1960-01-04;       NA;    0.5;    7.9;    0.6
1960-01-05;       NA;    0.0;    8.1;    0.6
1960-01-06;       NA;    0.0;    3.7;    0.4
1960-01-07;       NA;    0.0;    1.3;    0.3
1960-01-08;       NA;    0.0;    0.7;    0.3
1960-01-09;       NA;    0.0;   -2.7;    0.1
1960-01-10;       NA;    0.1;   -9.0;    0.0
